Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,37.0,37.380001068115234,36.54999923706055,37.380001068115234,36.37382888793945,7454400
2020-01-03,36.72999954223633,36.91999816894531,36.11000061035156,36.31999969482422,35.34236145019531,9173000
2020-01-06,35.95000076293945,36.18000030517578,35.79999923706055,35.84000015258789,34.875282287597656,8408200
2020-01-07,35.75,35.84000015258789,34.7400016784668,35.150001525878906,34.203853607177734,17556800
2020-01-08,35.040000915527344,35.20000076293945,34.40999984741211,34.650001525878906,33.717315673828125,13229400
2020-01-09,34.9900016784668,35.099998474121094,34.529998779296875,35.08000183105469,34.135738372802734,9610400
2020-01-10,35.150001525878906,36.45000076293945,34.5099983215332,34.650001525878906,33.717315673828125,9644900
2020-01-13,34.689998626708984,35.0,34.4900016784668,34.97999954223633,34.038429260253906,7465700
2020-01-14,35.0,35.349998474121094,34.959999084472656,35.150001525878906,34.203853607177734,6827100
2020-01-15,35.0,35.31999969482422,34.88999938964844,35.150001525878906,34.203853607177734,7173900
2020-01-16,35.209999084472656,35.58000183105469,35.150001525878906,35.54999923706055,34.59309005737305,7280800
2020-01-17,35.56999969482422,35.72999954223633,35.40999984741211,35.599998474121094,34.64173889160156,9871700
2020-01-21,35.36000061035156,35.54999923706055,34.959999084472656,34.9900016784668,34.048160552978516,11550500
2020-01-22,35.130001068115234,35.349998474121094,34.86000061035156,34.90999984741211,33.97031784057617,7358400
2020-01-23,34.77000045776367,34.9900016784668,34.0099983215332,34.880001068115234,33.941123962402344,8595200
2020-01-24,34.900001525878906,34.9900016784668,34.0099983215332,34.310001373291016,33.38646697998047,9386600
2020-01-27,33.630001068115234,33.7599983215332,33.16999816894531,33.40999984741211,32.51069641113281,10359100
2020-01-28,33.56999969482422,33.86000061035156,33.34000015258789,33.63999938964844,32.7344970703125,8871000
2020-01-29,33.79999923706055,34.040000915527344,33.59000015258789,33.599998474121094,32.69557189941406,6977700
2020-01-30,33.400001525878906,33.45000076293945,32.970001220703125,33.33000183105469,32.43284225463867,11533000
2020-01-31,33.25,33.4900016784668,33.13999938964844,33.38999938964844,32.49122619628906,18631400
2020-02-03,33.560001373291016,34.34000015258789,33.52000045776367,33.720001220703125,32.812347412109375,17934700
2020-02-04,34.349998474121094,34.81999969482422,34.20000076293945,34.369998931884766,33.44485092163086,14346300
2020-02-05,34.900001525878906,35.45000076293945,34.189998626708984,35.029998779296875,34.08708572387695,19050400
2020-02-06,35.04999923706055,35.099998474121094,34.25,34.33000183105469,33.40592956542969,11866300
2020-02-07,34.08000183105469,34.15999984741211,33.41999816894531,33.630001068115234,32.724769592285156,14437100
2020-02-10,33.9900016784668,34.29999923706055,33.66999816894531,34.25,33.32807922363281,12260600
2020-02-11,34.34000015258789,35.2599983215332,34.06999969482422,35.0099983215332,34.06761932373047,12718600
2020-02-12,35.33000183105469,35.790000915527344,35.130001068115234,35.4900016784668,34.53470993041992,12076300
2020-02-13,35.209999084472656,35.529998779296875,35.15999984741211,35.290000915527344,34.340087890625,7578400
2020-02-14,35.29999923706055,35.38999938964844,34.41999816894531,34.7599983215332,33.82435607910156,8946000
2020-02-18,34.25,34.7400016784668,33.959999084472656,34.40999984741211,33.48377227783203,10531000
2020-02-19,34.529998779296875,35.099998474121094,34.52000045776367,34.91999816894531,33.980045318603516,9079500
2020-02-20,34.65999984741211,35.400001525878906,34.59000015258789,35.290000915527344,34.340087890625,7817900
2020-02-21,34.9900016784668,35.08000183105469,34.40999984741211,34.650001525878906,33.717315673828125,8431500
2020-02-24,33.63999938964844,33.75,32.790000915527344,33.09000015258789,32.19930648803711,14743100
2020-02-25,33.25,33.279998779296875,31.399999618530273,31.75,30.895370483398438,14621900
2020-02-26,32.099998474121094,32.61000061035156,31.889999389648438,32.0,31.13864517211914,14421900
2020-02-27,31.299999237060547,31.920000076293945,30.549999237060547,30.709999084472656,29.88336753845215,14940400
2020-02-28,29.780000686645508,30.5,29.329999923706055,30.5,29.67902183532715,20827000
2020-03-02,30.520000457763672,31.450000762939453,29.739999771118164,31.420000076293945,30.57425880432129,14994600
2020-03-03,31.5,32.29999923706055,30.260000228881836,30.520000457763672,29.698484420776367,15816200
2020-03-04,31.0,31.56999969482422,30.360000610351562,31.530000686645508,30.68129539489746,16227800
2020-03-05,30.540000915527344,30.770000457763672,30.010000228881836,30.100000381469727,29.647092819213867,17921300
2020-03-06,29.209999084472656,29.540000915527344,28.450000762939453,28.690000534057617,28.258312225341797,20009500
2020-03-09,26.0,26.1200008392334,24.149999618530273,24.690000534057617,24.318496704101562,28350600
2020-03-10,25.979999542236328,27.139999389648438,24.59000015258789,27.1200008392334,26.711931228637695,18287700
2020-03-11,26.0,26.6200008392334,25.760000228881836,26.0,25.608783721923828,21309700
2020-03-12,23.600000381469727,24.350000381469727,22.5,23.040000915527344,22.693323135375977,20344500
2020-03-13,24.600000381469727,25.329999923706055,22.899999618530273,24.709999084472656,24.338193893432617,17909800
2020-03-16,21.510000228881836,22.40999984741211,21.0,21.0,20.684019088745117,18056800
2020-03-17,21.309999465942383,21.579999923706055,19.5,20.31999969482422,20.014253616333008,23544400
2020-03-18,18.829999923706055,19.049999237060547,14.329999923706055,16.799999237060547,16.547216415405273,39591100
2020-03-19,16.34000015258789,18.989999771118164,15.0,17.709999084472656,17.44352149963379,34361800
2020-03-20,18.420000076293945,18.959999084472656,17.68000030517578,18.139999389648438,17.867050170898438,35702000
2020-03-23,18.010000228881836,18.559999465942383,17.229999542236328,17.600000381469727,17.33517837524414,25419700
2020-03-24,19.31999969482422,21.670000076293945,18.600000381469727,21.110000610351562,20.7923641204834,24082900
2020-03-25,23.0,23.149999618530273,21.0,21.489999771118164,21.16664695739746,27617200
2020-03-26,21.639999389648438,22.969999313354492,21.059999465942383,22.559999465942383,22.220544815063477,16959000
2020-03-27,21.3700008392334,21.959999084472656,20.739999771118164,21.3799991607666,21.058300018310547,18349700
2020-03-30,22.309999465942383,22.479999542236328,20.6299991607666,21.31999969482422,20.99920654296875,18477800
2020-03-31,20.969999313354492,22.209999084472656,20.549999237060547,20.780000686645508,20.467329025268555,20303000
2020-04-01,19.5,20.170000076293945,18.989999771118164,19.260000228881836,18.97020149230957,17467100
2020-04-02,19.100000381469727,19.690000534057617,17.790000915527344,18.190000534057617,17.91629981994629,17920600
2020-04-03,18.399999618530273,18.780000686645508,17.850000381469727,18.040000915527344,17.768558502197266,13835500
2020-04-06,19.100000381469727,19.760000228881836,18.549999237060547,19.549999237060547,19.255836486816406,22442100
2020-04-07,21.270000457763672,22.209999084472656,20.709999084472656,21.299999237060547,20.97950553894043,30405600
2020-04-08,21.739999771118164,23.600000381469727,21.469999313354492,23.1299991607666,22.78196907043457,23774400
2020-04-09,24.15999984741211,24.989999771118164,23.579999923706055,24.059999465942383,23.697975158691406,22490500
2020-04-13,24.040000915527344,24.100000381469727,22.719999313354492,23.010000228881836,22.663776397705078,14802600
2020-04-14,23.600000381469727,23.770000457763672,22.670000076293945,22.979999542236328,22.63422393798828,12654700
2020-04-15,21.920000076293945,22.270000457763672,21.469999313354492,21.65999984741211,21.334089279174805,12760900
2020-04-16,21.639999389648438,21.649999618530273,20.559999465942383,20.8700008392334,20.55597686767578,11501700
2020-04-17,21.920000076293945,22.540000915527344,21.829999923706055,22.479999542236328,22.141748428344727,17166300
